,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
1322554,280.2381373,39.0127015,B3 1839+389              ,QRX ,18.62,20.42,pG ,-,n, 3.095, 88,2SXPS J184056.9+390043,NVSS J184057.1+390045 ,VL0J184057.16+390045.6,
1322665,280.3328644,63.361691,RX J18413+6321           ,QRX ,20.41,20.87,jG ,1,-, 1.499, 99,XMMSL J184120.7+632145,VL0J184119.89+632141.9,NVSS J184119.8+632139 ,2RXS J184119.2+632137
1323052,280.6401758,68.1570095,S4 1842+68               ,QRX ,17.84,17.54,pG ,-,-, 0.475, 99,2SXPS J184233.7+680926,VL0J184233.68+680925.2,NVSS J184233.6+680924 ,XMMSL J184233.1+680923
1324005,281.3503613,35.8037679,B2 1843+35B              ,QRX ,17.92,18.62,pG ,1,-, 1.210, 98,4XMM J184524.1+354813 ,VL0J184524.12+354813.6,NVSS J184524.2+354814 ,
1324946,282.0920364,32.3173901,TEX 1846+322             ,QRX ,18.94,20.53,pG ,-,1, 0.798, 92,2SXPS J184822.1+321902,VL0J184822.08+321902.7,NVSS J184822.1+321902 ,
1325015,282.1431732,32.7333706,B2 1846+32B              ,QRX ,17.88,18.68,pG ,n,1, 0.981, 90,2SXPS J184834.3+324358,VL0J184834.32+324400.2,NVSS J184834.3+324400 ,XMMSL J184834.2+324356
1325240,282.3169671,67.0949123,S4 1849+67               ,QRX ,15.54,16.74,p+G,-,-, 0.657, 99,CXOG J184916.0+670541 ,VL0J184916.15+670541.2,2SXPS J184916.0+670540,2RXS J184915.9+670539
1325574,282.6149571,28.4203207,S2 1848+28               ,QRX ,17.06,18.19,pG ,1,1, 2.560, 95,2SXPS J185027.6+282514,VL0J185027.58+282513.2,                      ,
1326148,283.1189463,48.9298564,S4 1851+48               ,QRX ,18.19,18.99,pG ,-,-, 1.250, 98,2SXPS J185228.7+485544,VL0J185228.54+485548.0,NVSS J185228.5+485547 ,
1326925,283.7387503,73.8555292,S5 1856+73               ,QRX ,16.54,16.78,pG ,-,-, 0.460,100,2RXS J185456.8+735111 ,VL0J185457.43+735119.9,NVSS J185457.4+735120 ,XMMSL J185459.4+735125
1328027,284.6432373,-78.1977975,IRAS 18508-7815          ,QRX ,15.05,15.84,jG ,-,-, 0.161, 88,2RXP J185835.0-781153 ,SUMSS J185834.6-781150,                      ,
1328894,285.4353744,84.6901015,IRAS 19104+8436          ,QRX ,15.60,16.33,pG ,-,-, 0.354, 99,2RXS J190149.4+844131 ,VL0J190144.45+844123.9,NVSS J190145.3+844128 ,
1329205,285.7330784,31.9949171,3C 395                   ,QRX ,15.87,16.76,pG ,1,-, 0.635, 95,2SXPS J190256.0+315942,NVSS J190255.9+315942 ,                      ,
1329230,285.755141,-67.8266259,CGRaBS J1903-6749        ,QRX ,16.64,18.73,jG ,-,-, 0.255, 98,2SXPS J190300.9-674934,SUMSS J190300.8-674935,                      ,
1330593,286.9598285,-39.3921696,NVSS J19078-3923         ,QRX ,13.60,14.55,jmG,-,n, 0.073, 83,XMMSL J190750.5-392338,NVSS J190750.2-392327 ,2SXPS J190750.3-392332,
1331158,287.4439985,48.5755044,6C 1908+4829             ,QRX ,18.14,20.08,pG ,-,-, 0.513, 81,2SXPS J190946.7+483433,VL0J190946.57+483431.7,                      ,
1331914,288.1667543,-80.1683156,PKS 1903-80              ,QRX ,19.54,19.69,jG ,-,-, 1.756, 98,2SXPS J191240.1-801008,SUMSS J191239.8-801006,                      ,
1333552,289.6899164,49.6322305,CGRaBS J1918+4937        ,QRX ,18.12,18.62,pmG,-,-, 0.926, 97,2SXPS J191845.8+493759,VL0J191845.57+493755.9,NVSS J191845.4+493756 ,
1334742,290.7739921,-80.1246796,BZQJ1923-8007            ,QRX ,20.76,21.72,jG ,-,-, 1.481, 98,2SXPS J192306.2-800729,SUMSS J192305.6-800730,                      ,
1335382,291.320922,-34.0170944,PKS 1921-341             ,QRX ,19.50,19.72,jG ,1,-, 1.523, 98,2SXPS J192517.1-340101,VL0J192517.00-340101.1,NVSS J192517.0-340102 ,
1335624,291.5263425,50.8825057,4C 50.47                 ,QRX ,16.94,17.82,p+G,1,-, 1.098, 97,CXOG J192606.3+505256 ,VL0J192606.26+505258.2,NVSS J192606.4+505259 ,2SXPS J192606.3+505257
1335762,291.6539686,-18.431407,UVQSJ192636.95-182553.0  ,QRX ,14.37,14.81,pG ,-,-, 0.079, 84,2RXS J192637.2-182553 ,VL0J192636.96-182552.7,                      ,
1336743,292.5256733,-60.9358806,PKS 1925-610             ,QRX ,18.75,20.98,jG ,1,-, 3.254, 86,2SXPS J193006.1-605607,SUMSS J193006.0-605609,                      ,
1336782,292.557492,34.1804081,SNUQS J193013.80+341049.5,QRX ,15.24,16.80,pG ,n,n, 0.062, 91,2SXPS J193013.8+341049,VL0J193013.77+341049.5,4XMM J193013.7+341049 ,
1337147,292.9137438,-72.8543568,XBS J193138.9-725115     ,QRX ,19.88,20.06,jG ,-,-, 0.701, 99,4XMM J193139.1-725115 ,SUMSS J193140.0-725115,                      ,
1338042,293.6695022,61.6448931,CGRaBS J1934+6138        ,QRX ,19.85,20.04,gG ,-,-, 1.749, 99,2RXS J193440.1+613840 ,VL0J193440.69+613841.4,NVSS J193440.6+613840 ,
1338767,294.3175712,-39.9670967,PKS 1933-400             ,QRX ,17.43,18.41,jG ,-,-, 0.965, 94,2SXPS J193716.1-395802,VL0J193716.20-395759.9,SUMSS J193716.1-395800,XMMSL J193716.6-395757
1339428,294.8610712,-15.4286298,PKS 1936-15              ,QRX ,19.44,20.95,pG ,1,1, 1.657, 91,2SXPS J193926.6-152543,VL0J193926.65-152542.5,NVSS J193926.6-152543 ,
1339570,294.9885707,-10.0448683,PKS 1937-101             ,QRX ,16.61,19.27,pG ,-,-, 3.787, 97,2SXPS J193957.2-100240,VL0J193957.27-100240.9,2RXP J193957.2-100241 ,
1343245,297.9477838,-5.162218,CGRaBS J1951-0509        ,QRX ,18.99,20.15,G  ,n,n, 1.083, 87,2SXPS J195147.3-050943,VL0J195147.47-050943.7,                      ,
1345479,299.8053256,-42.7687509,PMN J1959-4246           ,QRX ,19.64,20.47,jG ,-,-, 2.174, 94,2SXPS J195913.4-424607,SUMSS J195913.2-424608,                      ,
1346810,300.8504858,-32.8625386,PKS 2000-330             ,QRX ,17.38,19.25,jG ,-,1, 3.783, 98,4XMM J200324.1-325144 ,VL0J200324.10-325144.1,SUMSS J200324.0-325145,2RXP J200323.6-325142
1347614,301.4858154,-23.1741696,TEX 2002-233             ,QRX ,18.88,20.12,pmG,-,-, 0.833, 95,2SXPS J200556.6-231026,VL0J200556.58-231025.2,NVSS J200556.5-231027 ,
1348308,301.9799294,-44.5789668,PKS 2004-447             ,QRX ,18.21,18.95,jG ,-,-, 0.240, 99,2SXPS J200755.2-443443,SUMSS J200755.1-443444,4XMM J200755.1-443444 ,1RXS J200756.2-443450
1349513,302.8154629,-15.7778488,PKS 2008-159             ,QRX ,16.91,17.90,pG ,1,-, 1.180, 97,2SXPS J201115.7-154640,VL0J201115.71-154639.7,NVSS J201115.7-154640 ,2RXS J201115.3-154627
1351121,303.9807174,65.9146278,S4 2015+65               ,QRX ,20.07,21.25,pmG,1,-, 2.845, 96,2SXPS J201555.3+655452,NVSS J201555.3+655452 ,VL0J201555.30+655453.6,
1351338,304.1245061,-30.5886942,PKS 2013-307             ,QRX ,19.35,19.82,jG ,-,-, 0.978, 91,2RXS J201629.8-303531 ,SUMSS J201629.8-303518,VL0J201629.91-303517.1,NVSS J201629.9-303516
1351579,304.3044948,74.6800029,S5 2017+74               ,QRX ,17.85,18.31,pmG,-,-, 2.191, 99,2RXS J201710.5+744050 ,NVSS J201713.2+744047 ,VL0J201713.15+744047.3,
1351582,304.3059317,6.0519713,BZQJ2017+0603            ,QRX ,17.31,18.92,pG ,1,-, 1.743, 95,CXOG J201713.4+060306 ,VL0J201713.43+060307.3,2SXPS J201713.2+060305,
1352321,304.8257864,11.4541253,MG J2019+1127A           ,QRX ,22.83,22.45,v  ,n,n, 3.273, 97,CXOG J201918.2+112714 ,VL0J201918.17+112714.8,XMMX J201918.2+112715 ,
1353349,305.5351689,10.0198082,3C 411                   ,QRX ,18.74,19.84,jmG,n,n, 0.469, 93,CXOG J202208.4+100111 ,VL0J202208.51+100111.4,4XMM J202208.4+100111 ,
1354280,306.1482384,-32.8933093,PKS 2021-330             ,QRX ,18.84,19.60,jG ,-,-, 1.465, 96,2SXPS J202435.7-325333,VL0J202435.56-325335.4,SUMSS J202435.4-325335,NVSS J202435.5-325336
1354423,306.2356808,17.3036645,MG J2024+1717            ,QRX ,17.46,18.19,pG ,n,-, 1.050, 91,2SXPS J202456.6+171810,VL0J202456.56+171813.2,                      ,
1354706,306.4194166,-7.5979693,PKS 2022-07              ,QRX ,18.83,19.00,pG ,1,1, 1.388, 98,2SXPS J202540.6-073553,VL0J202540.65-073552.3,NVSS J202540.6-073553 ,
1354774,306.473376,-28.7635415,VCS4 J2025-2845          ,QRX ,17.79,20.49,pG ,1,1, 0.884, 99,2SXPS J202553.5-284547,VL0J202553.61-284548.2,NVSS J202553.6-284548 ,
1355299,306.8522233,-70.1215017,PKS 2022-702             ,QRX ,18.49,19.35,jG ,-,-, 0.697, 85,2SXPS J202724.2-700717,SUMSS J202724.0-700718,                      ,
1355897,307.270779,-35.7305144,6dF J202905.0-354350     ,QRX ,17.52,17.97,jG ,-,-, 0.688, 95,2SXPS J202904.8-354349,VL0J202904.99-354349.6,SUMSS J202904.9-354351,NVSS J202905.1-354350
1356643,307.7415834,-30.6563889,PKS 2027-308             ,QRX ,19.80,21.17,j  ,1,1, 0.539, 98,2SXPS J203057.8-303922,VL0J203057.94-303924.6,NVSS J203057.9-303924 ,SUMSS J203057.7-303925
1358139,308.7007595,-25.2212532,6dF J203448.2-251316     ,QRX ,17.56,18.40,pG ,1,1, 1.343, 98,2RXP J203448.2-251317 ,VL0J203448.16-251315.9,NVSS J203448.2-251316 ,
1358342,308.8430591,10.9352194,PKS 2032+107             ,QRX ,17.38,18.57,jG ,1,1, 0.601, 91,2SXPS J203522.3+105606,VL0J203522.32+105607.0,XMMSL J203522.2+105606,
1358482,308.9203009,-69.7353741,CGRaBS J2035-6944        ,QRX ,16.05,16.77,jG ,-,-, 0.875, 95,XMMSL J203540.9-694404,SUMSS J203540.5-694407,                      ,
1359049,309.249864,1.086351,SDSS J203659.97+010510.8 ,QRX ,17.98,18.54,gG ,1,1, 1.270, 98,2RXS J203659.8+010523 ,VL0J203659.98+010510.9,                      ,
1359449,309.4861466,-24.6423783,6dF J203756.7-243832     ,QRX ,18.57,20.81,pG ,-,1, 3.793, 86,2RXS J203756.9-243834 ,VL0J203756.64-243831.6,NVSS J203756.7-243833 ,
1359622,309.5887022,-48.0553905,UVQSJ203821.28-480319.3  ,QRX ,17.61,17.27,jG ,-,-, 0.676, 86,2RXS J203821.4-480316 ,SUMSS J203821.8-480320,                      ,
1360377,309.967394,-0.4130835,MS 20373-0035            ,QRX ,18.18,18.08,gG ,-,-, 0.613, 99,2RXP J203951.8-002447 ,VL0J203952.19-002446.7,NVSS J203952.4-002449 ,2RXS J203951.8-002506
1360517,310.0365501,-25.1296293,PKS 2037-253             ,QRX ,19.50,20.11,pG ,-,1, 1.574, 98,2SXPS J204008.7-250746,VL0J204008.79-250745.7,NVSS J204008.7-250746 ,
1360597,310.0773499,10.9958463,RXS J20403+1059          ,QRX ,14.85,16.62,p+G,-,-, 0.085, 89,1RXH J204018.4+105948 ,VL0J204018.58+105945.2,                      ,
1361336,310.4729706,0.4860731,SDSS J204153.51+002909.8 ,QRX ,18.65,18.70,gG ,-,-, 0.398, 97,2SXPS J204153.2+002910,FIRST J204153.4+002910,                      ,
1361964,310.7911661,-23.4464681,MC 2040-236              ,QRX ,17.36,17.87,j+G,-,-, 0.704, 94,XMMSL J204309.4-232653,VL0J204309.91-232646.0,                      ,
1361969,310.7925524,12.9204367,TEX 2040+127             ,QRX ,20.17,20.68,G  ,n,n, 3.277, 97,2SXPS J204310.0+125514,VL0J204310.22+125513.6,NVSS J204310.1+125513 ,
1362834,311.2721812,-5.0325547,SDSS J204505.32-050157.2 ,QRX ,19.08,19.49,gG ,1,-, 2.575, 98,2SXPS J204505.1-050200,VL0J204505.33-050156.8,FIRST J204505.3-050157,NVSS J204505.4-050156
1363592,311.6672218,-36.5300368,RXS J20466-3631          ,QRX ,18.60,18.78,jG ,-,-, 1.122,100,CXOG J204640.1-363147 ,VL0J204640.13-363146.8,SUMSS J204640.0-363148,4XMM J204640.1-363147
1363737,311.7381752,-74.001149,PKS 2041-741             ,QRX ,17.61,17.12,jG ,-,-, 0.526, 95,XMMSL J204656.2-735959,SUMSS J204657.0-740005,                      ,
1365862,312.802775,19.8350851,TEX 2048+196             ,QRX ,18.40,19.06,pG ,1,1, 2.367, 96,2SXPS J205112.6+195007,VL0J205112.65+195006.3,NVSS J205112.6+195006 ,
1367449,313.6253906,-15.826746,XBS J205429.9-154937     ,QRX ,18.99,19.91,pG ,1,-, 1.297, 99,4XMM J205430.1-154935 ,VL0J205430.08-154936.0,                      ,
1367653,313.738743,-23.3068825,IRAS 20520-2329          ,QRX ,16.32,16.59,p+G,-,-, 0.206, 93,2RXS J205457.4-231817 ,VL0J205457.31-231823.8,NVSS J205457.1-231825 ,
1368293,314.0681662,-47.2465623,PKS 2052-47              ,QRX ,18.22,18.15,jG ,-,-, 1.489,100,CXOG J205616.3-471447 ,SUMSS J205616.2-471448,2SXPS J205616.2-471447,XMMSL J205617.1-471450
1368592,314.2287619,-38.9545546,PKS 2053-391             ,QRX ,19.67,20.36,jG ,-,-, 1.937, 93,2SXPS J205654.6-385714,NVSS J205654.9-385715 ,SUMSS J205654.8-385716,VL0J205654.93-385716.8
1368942,314.4062493,-57.0073791,6dF J205737.5-570027     ,QRX ,16.64,17.08,jG ,n,-, 0.304, 96,XMMSL J205737.8-570026,SUMSS J205737.5-570031,                      ,
1370842,315.4118101,3.6920338,PKS 2059+034             ,QRX ,17.26,17.84,pmG,-,-, 1.015, 99,2RXS J210139.1+034147 ,FIRST J210138.8+034131,VL0J210138.81+034131.5,NVSS J210138.8+034132
1371097,315.553015,-24.5987338,Q 2059-2447              ,QRX ,17.10,17.39,pG ,-,1, 0.960, 99,4XMM J210212.8-243555 ,VL0J210212.72-243554.8,NVSS J210212.7-243555 ,
1372396,316.2351853,1.2502772,LAMOSTJ210456.44+011500.9,QRX ,18.41,18.92,pG ,-,-, 0.892, 99,2SXPS J210456.6+011504,VL0J210456.44+011501.3,                      ,
1372516,316.2903744,-12.2135633,XWAS J210509.7-121249    ,QRX ,19.18,20.37,pG ,-,1, 1.708, 98,2XMM J210509.7-121249 ,VL0J210509.69-121248.4,                      ,
1373751,316.90275,-5.2037223,1AXG J210738-0512        ,QRX ,22.07,22.48,g  ,1,1, 0.841, 99,1RXH J210736.5-051210 ,FIRST J210736.6-051213,2XMM J210736.6-051212 ,2SXPS J210736.7-051211
1373959,316.9902932,-6.3362851,FBQS J2107-0620          ,QRX ,17.23,17.48,gG ,-,-, 0.644, 99,CXOG J210757.6-062011 ,FIRST J210757.6-062010,NVSS J210757.6-062010 ,
1374097,317.0432086,6.6435657,SDSS J210810.36+063836.7 ,QRX ,19.34,19.51,pG ,-,-, 0.565,100,2RXS J210810.5+063835 ,VL0J210810.38+063837.0,FIRST J210810.3+063837,NVSS J210810.3+063837
1374402,317.1709695,14.5075212,PKS 2106+143             ,QRX ,19.85,20.44,jG ,n,-, 2.017, 99,2SXPS J210841.0+143029,VL0J210841.04+143027.1,NVSS J210841.0+143026 ,
1374771,317.3298389,80.3531181,S5 2111+80               ,QRX ,17.90,18.11,p+G,-,-, 0.524, 96,2RXS J210924.3+802108 ,VL0J210918.89+802111.5,NVSS J210919.1+802111 ,
1374923,317.3882892,-41.1723883,PKS 2106-413             ,QRX ,19.85,20.34,jG ,-,-, 1.055, 95,2SXPS J210932.9-411021,SUMSS J210933.1-411021,2RXS J210932.1-411025 ,1RXH J210933.2-411015
1375222,317.504081,-10.3492551,PKS 2107-105             ,QRX ,18.86,20.00,pG ,-,-, 2.500, 98,2SXPS J211000.8-102059,VL0J211000.96-102056.9,NVSS J211001.0-102058 ,
1375278,317.5267481,-67.8208268,2E 21057-6801            ,QRX ,19.44,21.54,jG ,-,-, 0.610, 65,2RXP J211005.9-674919 ,SUMSS J211005.8-674912,                      ,
1375318,317.5403284,8.1653815,PMN J2110+0810           ,QRX ,19.38,19.78,gG ,-,-, 1.580,100,2SXPS J211009.7+080955,FIRST J211009.6+080955,VL0J211009.69+080955.5,NVSS J211009.6+080954
1375357,317.55589,8.0126331,SDSS J211013.42+080045.4 ,QRX ,19.76,20.88,jG ,1,1, 3.173, 99,2SXPS J211013.4+080047,FIRST J211013.4+080045,VL0J211013.42+080045.5,NVSS J211013.3+080044
1375448,317.5942447,-1.449516,IVS B2107-016            ,QRX ,18.96,19.15,gG ,1,1, 0.904, 98,2RXS J211022.3-012715 ,FIRST J211022.6-012658,VL0J211022.62-012658.0,NVSS J211022.6-012658
1375809,317.732652,5.1188597,SDSS J211055.83+050707.8 ,QRX ,17.07,17.86,pmG,-,-, 0.943, 99,2SXPS J211055.7+050710,VL0J211055.84+050708.0,FIRST J211055.8+050707,NVSS J211056.0+050707
1378535,318.7190727,6.1284544,PG 2112+059              ,QRX ,15.68,16.33,pG ,-,-, 0.457,100,CXOG J211452.5+060742 ,VL0J211452.58+060742.4,FIRST J211452.5+060742,2XMM J211452.5+060742
1378931,318.8725515,29.5606546,B2 2113+29B              ,QRX ,19.03,20.85,pG ,-,1, 1.514, 91,2SXPS J211529.3+293338,VL0J211529.38+293338.4,                      ,
1379104,318.9369151,-67.9011208,2E 2111-6806             ,QRX ,18.38,19.25,jG ,-,-, 1.130, 76,2RXP J211544.9-675403 ,SUMSS J211544.5-675406,                      ,
1381076,319.6190295,0.3435892,SDSS J211828.57+002036.8 ,QRX ,20.52,20.70,gmG,1,-, 1.896,100,CXOG J211828.5+002036 ,VL0J211828.56+002037.1,FIRST J211828.5+002037,NVSS J211828.5+002036
1382786,320.2525296,19.0245166,OX 131                   ,QRX ,20.34,20.35,jG ,-,-, 2.180, 99,2SXPS J212100.6+190131,VL0J212100.59+190128.4,NVSS J212100.6+190128 ,
1384288,320.7885084,-0.7187376,SDSS J212309.24-004307.4 ,QRX ,20.87,21.43,g  ,-,-, 1.174, 98,4XMM J212309.2-004307 ,VL0J212309.24-004307.0,FIRST J212309.1-004307,NVSS J212309.1-004309
1384341,320.8056601,10.1319258,PKS 2120+09              ,QRX ,18.55,19.32,pG ,-,-, 0.932, 99,2RXS J212314.4+100806 ,FIRST J212313.3+100755,VL0J212313.37+100755.4,NVSS J212313.3+100755
1384377,320.8176667,15.8016667,3C 434.0                 ,QRX ,19.38,21.17,p  ,1,-, 0.767, 99,CXOG J212316.2+154805 ,NVSS J212316.3+154805 ,                      ,
1384521,320.8682928,-6.0036991,SDSS J212328.38-060013.3 ,QRX ,19.01,19.31,g+G,-,-, 1.149,100,2XMM J212328.3-060014 ,VL0J212328.40-060012.8,FIRST J212328.3-060012,CXO J212328.3-060014
1384700,320.9354839,5.5894784,PKS 2121+053             ,QRX ,17.32,18.44,p+G,-,-, 1.941, 98,XMMSL J212344.1+053525,FIRST J212344.5+053522,VL0J212344.55+053522.5,2SXPS J212344.3+053521
1385772,321.2743704,-69.9656834,PKS 2120-70              ,QRX ,17.64,18.46,jG ,-,-, 2.103, 98,2SXPS J212506.1-695757,SUMSS J212505.6-695753,                      ,
1386667,321.5819173,-6.902484,TEX 2123-071             ,QRX ,16.84,16.91,gG ,-,-, 0.417,100,2SXPS J212619.7-065412,VL0J212619.67-065408.7,FIRST J212619.5-065408,NVSS J212619.5-065408
1386704,321.5922967,-46.6971867,SUMSS J212622-464150     ,QRX ,17.14,18.70,jG ,-,-, 1.400, 93,2SXPS J212622.3-464151,SUMSS J212622.0-464150,                      ,
1388469,322.1605194,-3.0528571,SDSS J212838.52-030310.2 ,QRX ,18.83,19.08,gG ,1,1, 0.875, 99,XMMSL J212838.6-030309,VL0J212838.54-030310.0,FIRST J212838.5-030309,NVSS J212838.5-030308
1388942,322.3007309,-15.6447343,PKS 2126-15              ,QRX ,16.62,18.25,pG ,-,-, 3.280, 99,1RXH J212912.3-153841 ,VL0J212912.17-153840.5,NVSS J212912.2-153841 ,4XMM J212912.1-153841
1389885,322.5795329,-9.4603994,PKS 2127-096             ,QRX ,19.51,19.95,G  ,n,n, 0.780, 99,2SXPS J213019.2-092739,VL0J213019.09-092737.2,NVSS J213019.1-092736 ,
1390447,322.756159,-20.6155987,PKS 2128-20              ,QRX ,19.49,20.52,jG ,1,1, 1.610, 98,2SXPS J213101.4-203656,VL0J213101.47-203655.0,NVSS J213101.5-203656 ,2RXS J213101.1-203715
1390613,322.8144533,0.6705273,SDSS J213115.46+004013.8 ,QRX ,21.39,21.56,g  ,-,-, 1.497, 99,2SXPS J213115.1+004009,VL0J213115.47+004014.6,FIRST J213115.4+004014,NVSS J213115.4+004013
1390700,322.8405413,9.2095361,AO 2128+08               ,QRX ,17.74,18.14,pG ,-,-, 0.986,100,2RXS J213120.8+091225 ,VL0J213121.75+091234.4,FIRST J213121.7+091234,NVSS J213121.7+091233
1390725,322.8465012,-31.354038,PKS 2128-315             ,QRX ,18.82,19.48,p+G,-,-, 0.990, 94,2RXS J213123.5-312105 ,VL0J213123.08-312112.8,NVSS J213123.1-312113 ,SUMSS J213123.0-312114
1391822,323.2012899,-2.3308323,IRAS 21302-0233          ,QRX ,16.16,16.68,p+G,-,-, 0.103, 99,XMMSL J213248.1-021951,FIRST J213248.3-021950,NVSS J213248.2-021950 ,2RXP J213248.1-021947
1391888,323.2210204,26.1954914,NVSS J213252+261143      ,QRX ,19.32,19.99,pG ,-,-, 1.139, 98,2SXPS J213253.1+261146,VL0J213252.99+261143.9,NVSS J213252.9+261143 ,
1391904,323.2278573,-5.6555534,UVQSJ213254.68-053919.9  ,QRX ,15.36,16.52,pG ,-,-, 0.091, 98,XMMSL J213254.6-053914,FIRST J213254.7-053919,2RXS J213254.6-053924 ,
1393733,323.7804249,-42.7046038,Q 2131-4255              ,QRX ,19.57,21.80,jG ,-,-, 1.730, 91,4XMM J213507.5-424215 ,SUMSS J213507.0-424217,2SXPS J213507.5-424216,
1393900,323.8339681,-50.1143668,PMN J2135-5006           ,QRX ,20.80,21.13,jG ,-,-, 2.181, 97,2SXPS J213519.9-500649,SUMSS J213520.1-500652,                      ,
1393963,323.8547262,-42.2507318,Q 2132-4228              ,QRX ,17.84,17.08,jG ,-,-, 0.569, 96,XMMSL J213525.8-421505,SUMSS J213525.0-421505,2RXS J213527.0-421458 ,
1394342,323.9687604,1.304368,SDSS J213552.50+011815.7 ,QRX ,19.28,19.74,gG ,-,-, 0.781, 99,CXOG J213552.4+011816 ,FIRST J213552.5+011815,VL0J213552.51+011815.7,4XMM J213552.4+011815
1395001,324.1607762,0.6983919,PKS 2134+004             ,QRX ,16.84,16.93,gmG,-,-, 1.945,100,2SXPS J213638.5+004154,NVSS J213638.5+004154 ,FIRST J213638.5+004154,2RXS J213637.9+004203
1395991,324.4585834,-20.7086389,PKS 2135-209             ,QRX ,19.49,20.55,jm ,-,-, 0.635, 99,4XMM J213750.0-204231 ,VL0J213750.02-204230.7,NVSS J213750.0-204232 ,
1396620,324.6549224,-24.6651283,PKS 2135-248             ,QRX ,19.22,20.31,pG ,1,-, 0.819, 96,2SXPS J213837.2-243955,VL0J213837.19-243953.5,NVSS J213837.1-243954 ,
1397444,324.9145704,-2.0405794,FBQS J21396-0202         ,QRX ,18.63,20.01,pG ,-,-, 0.272, 97,2RXS J213939.3-020225 ,FIRST J213939.4-020226,                      ,
1397702,324.99273,6.4664944,SDSS J213958.25+062759.3 ,QRX ,17.54,21.07,j+m,1,1, 0.514, 99,2SXPS J213958.0+062754,VL0J213958.26+062759.8,FIRST J213958.2+062759,
1398429,325.2146568,5.3810109,LAMOSTJ214051.52+052251.6,QRX ,17.07,17.96,pG ,-,-, 0.330, 97,2SXPS J214051.6+052250,FIRST J214051.5+052252,2RXS J214051.7+052257 ,
1398461,325.2240792,6.3543288,SDSS J214053.78+062115.6 ,QRX ,20.64,20.85,gG ,-,-, 2.312, 99,2SXPS J214053.5+062114,VL0J214053.79+062115.7,FIRST J214053.7+062115,NVSS J214053.7+062115
1400677,325.8981023,17.7302188,OX 169                   ,QRX ,15.60,16.68,pG ,-,-, 0.211, 99,2SXPS J214335.5+174348,VL0J214335.54+174348.8,NVSS J214335.5+174349 ,2RXS J214335.5+174342
1401985,326.2547218,-33.9545536,CGRaBS J2145-3357        ,QRX ,19.28,20.98,jG ,-,-, 1.360, 99,2SXPS J214501.1-335713,VL0J214501.12-335715.9,SUMSS J214501.1-335717,NVSS J214501.1-335714
1402269,326.3282302,11.2575846,MC 2142+110              ,QRX ,18.15,18.10,gmG,-,-, 0.548,100,2SXPS J214518.8+111528,VL0J214518.78+111527.3,FIRST J214518.7+111527,2RXS J214518.5+111517
1403232,326.5957464,-15.4288586,PKS 2143-156             ,QRX ,17.07,17.76,pG ,-,1, 0.698, 99,2SXPS J214622.8-152542,VL0J214622.98-152543.4,NVSS J214623.0-152543 ,2RXS J214622.3-152538
1403708,326.7253206,9.346895,RXS J21469+0921          ,QRX ,16.68,17.25,pG ,1,-, 0.981, 99,2SXPS J214653.9+092047,VL0J214654.08+092048.9,FIRST J214654.0+092048,2RXS J214655.1+092102
1403955,326.7923453,9.4962975,PKS 2144+092             ,QRX ,18.30,18.83,pmG,-,-, 1.113,100,2SXPS J214710.1+092945,VL0J214710.18+092946.9,FIRST J214710.1+092946,NVSS J214710.2+092946
1404007,326.8030436,-75.6036739,PKS 2142-75              ,QRX ,16.94,17.48,jG ,-,-, 1.139, 98,2SXPS J214712.5-753614,SUMSS J214713.5-753612,XMMSL J214712.4-753615,
1404315,326.8796935,-36.0309089,PKS 2144-362             ,QRX ,18.00,19.35,jG ,-,-, 2.081, 86,XMMSL J214730.4-360157,VL0J214731.06-360149.1,SUMSS J214731.2-360151,NVSS J214731.0-360151
1404853,327.022744,6.9607238,PKS 2145+06              ,QRX ,16.25,16.92,pG ,-,-, 0.999,100,2SXPS J214805.4+065737,FIRST J214805.4+065738,NVSS J214805.4+065739 ,2RXS J214805.4+065737
1405798,327.271482,-30.6423985,2QZ J214905.1-303833     ,QRX ,19.39,20.08,pG ,-,1, 0.647, 99,2XMM J214905.1-303832 ,VL0J214905.13-303831.7,NVSS J214904.9-303833 ,1RXH J214905.1-303828
1405867,327.2916288,-3.8418866,UVQSJ214909.99-035030.8  ,QRX ,17.47,17.83,pG ,1,-, 0.552, 88,XMMSL J214909.8-035034,NVSS J214910.5-035025 ,                      ,
