,RAJ2000,DEJ2000,Name,Type,Rmag,Bmag,Comment,R,B,z,Qpct,XName,RName,Lobe1,Lobe2
1267674,254.5370275,35.0938763,SDSS J165808.89+350538.0 ,QRX ,20.91,21.11,jG ,1,-, 1.529, 99,2SXPS J165809.2+350539,VL0J165808.89+350538.1,FIRST J165808.8+350538,
1267677,254.537545,7.6909722,PKS 1655+077             ,QRX ,19.67,20.99,pG ,-,1, 0.621, 98,2SXPS J165808.9+074127,VL0J165809.00+074127.7,NVSS J165808.9+074127 ,CXOG J165809.0+074127
1268463,254.740461,35.3330478,MS 16571+3524            ,QRX ,21.53,21.71,g  ,-,1, 0.951, 99,2XMM J165857.6+352000 ,FIRST J165857.7+351958,VL0J165857.72+351959.0,2RXP J165857.4+351958
1268728,254.8051225,21.0210556,SDSS J165913.23+210115.8 ,QRX ,21.54,24.76,gmG,1,-, 4.830,100,CXOG J165913.2+210115 ,VL0J165913.26+210116.3,FIRST J165913.2+210115,2SXPS J165913.1+210112
1268832,254.8332568,37.725753,B3 1657+378              ,QRX ,19.25,19.63,gG ,-,-, 1.023, 99,4XMM J165919.9+374332 ,FIRST J165919.9+374332,VL0J165919.99+374332.8,NVSS J165920.0+374330
1268904,254.850622,26.4935954,B2 1657+26               ,QRX ,18.17,18.14,gmG,1,-, 0.793, 99,2RXS J165924.2+262950 ,VL0J165924.16+262937.2,NVSS J165924.1+262936 ,FIRST J165924.1+262937
1269002,254.8830097,37.5913465,FBQS J165931.9+373528    ,QRX ,17.56,17.57,gG ,-,-, 0.772,100,4XMM J165931.8+373528 ,VL0J165931.94+373529.0,FIRST J165931.9+373528,2RXS J165932.1+373544
1269232,254.9410577,57.5254927,4C 57.29                 ,QRX ,18.11,18.35,pG ,-,-, 2.174,100,2SXPS J165945.7+573129,VL0J165945.93+573132.4,FIRST J165945.9+573132,2RXP J165945.5+573126
1269664,255.0565889,32.430398,SDSS J170013.58+322549.4 ,QRX ,19.98,20.03,gG ,-,1, 2.455, 88,2RXP J170013.3+322547 ,NVSS J170013.5+322549 ,VL0J170013.62+322547.8,FIRST J170013.5+322550
1269760,255.0824624,21.79468,SDSS J170019.79+214740.8 ,QRX ,20.74,21.23,gG ,-,-, 0.575, 99,2SXPS J170019.8+214740,VL0J170019.81+214741.1,FIRST J170019.8+214741,
1270055,255.1512864,34.2374478,FBQS J170036.3+341414    ,QRX ,18.07,18.12,gG ,-,-, 0.796,100,2SXPS J170036.4+341413,FIRST J170036.3+341414,2RXP J170036.8+341419 ,2RXS J170036.3+341439
1270577,255.2870613,39.9119634,SDSS J170108.89+395443.0 ,QRX ,19.26,19.36,gG ,1,-, 1.900,100,2SXPS J170108.8+395443,VL0J170108.90+395443.0,FIRST J170108.8+395443,CXOG J170108.8+395443
1270621,255.3015564,35.564831,SDSS J170112.37+353353.3 ,QRX ,18.54,18.38,gG ,-,-, 0.501, 99,2RXS J170112.7+353402 ,VL0J170112.38+353353.4,FIRST J170112.3+353353,NVSS J170112.3+353350
1270807,255.3534448,51.8223465,PG 1700+518              ,QRX ,15.00,15.72,pmG,-,-, 0.292,100,CXOG J170124.8+514920 ,VL0J170124.90+514920.4,NVSS J170124.8+514920 ,4XMM J170124.8+514921
1270916,255.38274,26.5800886,SDSS J170131.85+263448.2 ,QRX ,19.63,19.95,gG ,-,1, 0.854, 99,2SXPS J170131.7+263449,FIRST J170131.8+263448,                      ,
1271957,255.6358735,31.9645453,SDSS J170232.61+315752.4 ,QRX ,17.66,17.76,gmG,1,-, 1.955, 99,2RXS J170231.5+315740 ,VL0J170232.58+315752.5,FIRST J170232.6+315752,NVSS J170232.7+315753
1272539,255.7885951,33.4611328,SDSS J170309.26+332740.0 ,QRX ,20.43,20.97,pG ,1,1, 1.169, 98,4XMM J170309.3+332740 ,FIRST J170309.8+332734,NVSS J170309.8+332734 ,VL0J170309.87+332737.2
1272963,255.9022569,-62.2111136,PKS 1659-621             ,QRX ,17.58,18.23,jG ,1,n, 1.755, 63,2SXPS J170336.7-621240,SUMSS J170336.4-621240,                      ,
1273276,255.9891827,37.9187846,SDSS J170357.40+375507.6 ,QRX ,20.08,20.56,gG ,-,-, 1.698, 99,2SXPS J170357.4+375506,VL0J170357.42+375507.6,FIRST J170357.3+375507,
1274145,256.2281811,22.6887766,SDSS J170454.76+224119.6 ,QRX ,19.10,18.89,gG ,-,-, 0.435,100,2RXS J170455.3+224115 ,FIRST J170454.7+224119,VL0J170454.80+224119.4,
1275035,256.4690632,32.1628885,SDSS J170552.57+320946.4 ,QRX ,18.97,19.22,gG ,-,-, 0.761, 99,2SXPS J170552.6+320947,FIRST J170552.5+320945,                      ,
1275659,256.6421956,36.2522313,RGB J1706+362            ,QRX ,17.93,18.13,gG ,-,-, 0.917, 99,2SXPS J170634.4+361504,VL0J170634.14+361508.1,FIRST J170634.1+361508,2RXS J170633.7+361509
1275950,256.7336817,60.3938687,87GB 17062+6027          ,QRX ,18.82,19.33,pG ,-,-, 1.472,100,4XMM J170656.1+602338 ,FIRST J170656.0+602337,NVSS J170656.1+602337 ,
1276276,256.8239725,45.6029313,4C 45.34                 ,QRX ,17.14,17.16,gG ,-,-, 0.645,100,2RXS J170717.4+453557 ,VL0J170717.76+453610.8,FIRST J170717.7+453610,NVSS J170717.7+453611
1276539,256.8933939,1.8126944,PKS 1705+018             ,QRX ,18.73,19.14,pmG,-,-, 2.576,100,2SXPS J170734.4+014845,VL0J170734.42+014845.9,NVSS J170734.4+014845 ,XMMSL J170734.3+014853
1276715,256.9401558,13.5181203,TEX 1705+135             ,QRX ,17.74,17.93,pG ,-,-, 0.936,100,2SXPS J170745.4+133107,VL0J170745.63+133105.3,NVSS J170745.6+133105 ,XMMSL J170745.4+133104
1277290,257.0962571,41.3859648,FBQS J17083+4123         ,QRX ,17.55,17.52,gG ,-,-, 0.837, 99,2RXS J170823.4+412314 ,FIRST J170823.1+412309,                      ,
1277916,257.2754533,42.0325743,B3 1707+420              ,QRX ,18.47,18.57,gmG,-,-, 0.307, 99,XMMSL J170906.1+420202,VL0J170906.13+420157.3,FIRST J170906.1+420157,
1278063,257.3212453,23.1857538,SDSS J170917.10+231108.7 ,QRX ,20.65,21.65,gG ,1,-, 2.260, 98,2SXPS J170917.2+231107,VL0J170917.08+231109.7,FIRST J170917.1+231110,
1278420,257.4211917,43.3123651,B3 1708+433              ,QRX ,19.04,19.60,gG ,-,-, 1.027,100,2SXPS J170941.0+431842,VL0J170941.12+431844.6,FIRST J170941.1+431844,2RXS J170941.2+431831
1278545,257.4551678,30.5497905,SDSS J170949.23+303259.2 ,QRX ,19.04,19.20,gG ,-,-, 1.042,100,4XMM J170949.2+303258 ,VL0J170949.21+303259.4,FIRST J170949.2+303259,
1278948,257.5670656,30.626997,SDSS J171016.09+303737.1 ,QRX ,21.29,21.60,gG ,-,-, 1.602, 99,4XMM J171016.2+303738 ,VL0J171016.05+303737.4,FIRST J171016.1+303737,
1279120,257.6218445,34.4146536,SDSS J171029.24+342452.7 ,QRX ,18.20,18.42,gG ,1,-, 0.945, 99,4XMM J171029.2+342452 ,FIRST J171029.2+342453,CXOG J171029.1+342452 ,
1279453,257.7165504,29.9136458,SDSS J171051.97+295449.0 ,QRX ,19.26,20.67,pG ,-,-, 0.622, 98,XMMSL J171051.9+295452,FIRST J171051.9+295449,VL0J171051.95+295449.2,
1280467,258.0115784,44.2269583,B3 1710+442              ,QRX ,19.10,19.11,gG ,-,1, 0.874, 99,2RXS J171203.2+441339 ,VL0J171202.79+441337.0,FIRST J171202.7+441337,NVSS J171202.8+441336
1280573,258.0462846,39.5676545,SDSS J171211.10+393403.5 ,QRX ,17.84,18.25,p+G,-,1, 0.443, 99,2RXS J171211.1+393407 ,VL0J171211.12+393403.6,FIRST J171211.0+393403,
1281256,258.2528526,57.4250604,SDSS J171300.67+572530.2 ,QRX ,18.05,18.18,gG ,-,-, 0.360, 99,4XMM J171300.7+572531 ,FIRST J171300.6+572530,2SXPS J171300.9+572529,2RXP J171301.1+572536
1281766,258.3965062,58.7988823,XFLS J17135+5847         ,QRX ,17.34,18.94,pG ,-,-, 0.133, 99,4XMM J171335.1+584755 ,VL0J171335.13+584755.5,FIRST J171335.0+584755,2RXP J171335.4+584800
1282031,258.4684075,58.7003366,SDSS J171352.42+584201.2 ,QRX ,17.87,17.96,gG ,-,-, 0.522,100,4XMM J171352.2+584200 ,FIRST J171352.4+584201,CXO J171352.3+584201  ,2RXP J171352.6+584205
1282416,258.580149,61.3290872,SDSS J171419.23+611944.6 ,QRX ,18.47,18.68,gG ,-,-, 1.847, 98,CXOG J171419.2+611944 ,FIRST J171419.2+611944,NVSS J171419.0+611943 ,
1283311,258.8385834,21.7587778,GB 1713+2148             ,QRX ,21.36,23.69,g  ,1,1, 4.011,100,CXOG J171521.2+214531 ,VL0J171521.24+214531.8,NVSS J171521.1+214534 ,
1283539,258.8998237,63.393334,87GB 17152+6326          ,QRX ,18.18,18.35,gG ,-,-, 2.185,100,CXOG J171535.9+632335 ,VL0J171535.96+632335.5,NVSS J171535.9+632336 ,2RXS J171535.4+632349
1283745,258.959936,41.0603658,FBQS J17158+4103         ,QRX ,17.87,17.92,gG ,-,1, 0.650, 99,XMMSL J171550.7+410334,FIRST J171550.3+410337,                      ,
1284107,259.0626827,36.8550646,SDSS J171615.04+365118.2 ,QRX ,19.42,19.46,gG ,-,-, 3.035, 98,2RXP J171615.3+365126 ,FIRST J171615.0+365118,VL0J171615.06+365118.2,NVSS J171615.2+365119
1284665,259.2159776,26.2696769,LAMOSTJ171651.83+261610.8,QRX ,19.00,19.74,pmG,-,-, 1.926, 99,2RXS J171651.0+261605 ,VL0J171651.85+261611.0,FIRST J171651.8+261610,
1284794,259.2548558,19.2946285,MG2 J171659+1917         ,QRX ,20.26,21.71,pG ,-,-, 1.810, 98,2SXPS J171701.1+191739,VL0J171701.17+191740.8,NVSS J171701.1+191740 ,
1284996,259.3132173,26.3635954,SDSS J171715.17+262148.9 ,QRX ,18.52,18.65,gmG,-,-, 1.943,100,2RXS J171715.6+262137 ,VL0J171715.18+262149.0,FIRST J171715.1+262149,NVSS J171715.1+262148
1285063,259.333285,21.4708869,HS 1715+2131             ,QRX ,15.76,16.02,pG ,-,-, 0.590, 99,2RXS J171720.1+212807 ,VL0J171720.00+212815.4,                      ,
1285934,259.5891235,43.2547461,VPM J17183+4315          ,QRX ,19.23,19.52,pG ,-,-, 1.709, 99,2RXP J171821.2+431516 ,VL0J171821.41+431517.1,FIRST J171821.3+431516,
1286781,259.8635545,27.5463476,SDSS J171927.25+273246.8 ,QRX ,18.72,19.12,gG ,-,-, 1.445, 99,CXOG J171927.2+273245 ,FIRST J171927.2+273247,4XMM J171927.2+273246 ,1RXH J171927.7+273246
1286828,259.8773466,29.5702342,SDSS J171930.56+293412.8 ,QRX ,17.82,18.16,gG ,-,-, 0.181, 98,2RXS J171930.0+293413 ,VL0J171930.60+293413.0,FIRST J171930.3+293413,
1286916,259.9029443,60.796693,SDSS J171936.70+604748.1 ,QRX ,18.80,18.83,gG ,-,-, 1.081, 99,2RXS J171936.6+604748 ,VL0J171936.73+604747.9,FIRST J171936.7+604747,NVSS J171936.3+604751
1286937,259.9093737,48.0700682,PG 1718+481              ,QRX ,14.82,15.24,pmG,-,-, 1.083,100,2SXPS J171938.2+480410,VL0J171938.27+480412.3,FIRST J171938.2+480412,2RXP J171938.4+480409
1287230,259.9909001,26.5712909,SDSS J171957.81+263416.6 ,QRX ,20.43,20.72,gG ,-,-, 3.160,100,CXOG J171957.7+263416 ,VL0J171957.82+263416.7,FIRST J171957.7+263416,
1287411,260.0442101,23.5920349,87GB 17181+2338          ,QRX ,18.98,18.66,pG ,-,1, 1.852, 98,2SXPS J172010.6+233534,VL0J172010.60+233531.4,NVSS J172010.6+233531 ,FIRST J172010.6+233531
1288511,260.406451,49.9269805,53W 080                  ,QRX ,17.94,18.33,pmG,-,1, 0.546, 96,1RXH J172136.5+495534 ,FIRST J172137.5+495538,NVSS J172137.4+495541 ,2RXS J172137.5+495556
1288868,260.525116,56.9143514,SDSS J172206.02+565451.6 ,QRX ,18.25,18.47,gG ,-,-, 0.426,100,2SXPS J172205.8+565450,VL0J172206.06+565451.7,FIRST J172206.0+565452,XMMSL J172205.8+565456
1288890,260.5348919,28.4004223,SDSS J172208.37+282401.5 ,QRX ,19.41,19.82,gG ,-,-, 0.456, 98,2SXPS J172208.3+282401,VL0J172208.39+282401.6,NVSS J172208.3+282401 ,2RXS J172209.0+282400
1289249,260.6669095,61.0999422,3EG J1722+6105           ,QRX ,19.02,19.63,pG ,1,-, 2.058, 99,2RXS J172238.0+610551 ,VL0J172240.09+610559.5,FIRST J172240.0+610559,NVSS J172240.0+610559
1289277,260.6756706,28.2500228,RGB J1722+282            ,QRX ,18.06,18.19,gmG,-,-, 0.953, 99,2SXPS J172242.1+281459,VL0J172242.18+281500.1,NVSS J172242.0+281459 ,2RXS J172241.5+281454
1289307,260.6857619,10.2266068,87GB 172023.4+101608     ,QRX ,16.55,20.83,jG ,-,1, 0.732, 99,2SXPS J172244.5+101334,VL0J172244.59+101335.9,NVSS J172244.5+101335 ,XMMSL J172244.4+101337
1289611,260.7917223,68.449,RX J17231+6826           ,QRX ,20.29,20.08,p+ ,-,-, 0.978, 97,2RXS J172310.3+682655 ,VL0J172310.02+682656.2,NVSS J172311.4+682657 ,
1289657,260.8089105,65.7961604,HS 1723+6550             ,QRX ,16.94,17.35,gG ,-,-, 1.443, 98,CXOG J172314.1+654746 ,VL0J172314.12+654746.1,NVSS J172314.1+654745 ,2RXS J172313.7+654803
1290158,260.9762526,37.8114798,FBQS J17239+3748         ,QRX ,17.20,17.33,gmG,-,-, 0.828, 97,XMMSL J172354.2+374846,FIRST J172354.2+374841,2RXS J172353.9+374834 ,
1290385,261.0591396,33.0511033,B2 1722+33               ,QRX ,20.00,20.77,gG ,-,-, 0.548, 97,XMMSL J172414.0+330303,FIRST J172414.1+330303,VL0J172414.21+330304.1,NVSS J172414.2+330303
1290490,261.1011894,37.0934945,SDSS J172424.28+370536.5 ,QRX ,20.05,21.19,p  ,-,-, 1.615, 99,4XMM J172424.3+370537 ,VL0J172424.29+370536.5,FIRST J172424.2+370536,NVSS J172424.2+370536
1292150,261.7477476,59.6716356,SDSS J172659.46+594017.9 ,QRX ,19.09,19.14,gG ,-,-, 0.724,100,2RXS J172700.0+594019 ,VL0J172659.47+594017.7,FIRST J172659.3+594017,
1292268,261.799224,63.3783135,SDSS J172711.80+632242.1 ,QRX ,17.05,17.13,gG ,-,-, 0.218,100,XMMSL J172711.5+632240,FIRST J172711.8+632242,2RXS J172712.3+632245 ,
1292647,261.9612416,57.8535771,SDSS J172750.70+575112.9 ,QRX ,21.01,20.90,g+G,1,1, 0.592, 99,2RXS J172751.8+575108 ,FIRST J172750.7+575112,VL0J172750.73+575112.6,
1293142,262.1598026,70.6840358,RXS J17286+7041          ,QRX ,19.56,20.93,pG ,-,-, 0.551, 99,2XMM J172838.4+704102 ,VL0J172838.39+704102.4,2RXS J172839.2+704105 ,
1293254,262.209312,-3.8473466,PKS 1726-038             ,QRX ,17.35,17.97,pG ,-,-, 0.662, 85,XMMSL J172850.5-035047,NVSS J172850.3-035048 ,VL0J172850.34-035048.4,2RXS J172850.4-035049
1293322,262.2464224,38.6406801,B3 1727+386              ,QRX ,16.67,17.21,pG ,-,-, 1.386, 99,XMMSL J172859.1+383832,VL0J172859.15+383826.4,FIRST J172859.1+383826,2RXS J172859.7+383831
1293401,262.2912303,62.7555026,SDSS J172909.89+624519.8 ,QRX ,18.68,18.91,gmG,-,-, 1.747,100,2SXPS J172909.6+624515,VL0J172909.93+624519.6,FIRST J172909.8+624519,2RXS J172909.0+624517
1293812,262.4826945,53.1655354,SDSS J172955.84+530955.9 ,QRX ,20.35,21.38,gG ,-,-, 1.053, 97,4XMM J172955.8+530956 ,FIRST J172955.8+530955,VL0J172956.01+530955.8,NVSS J172955.9+530954
1293929,262.527066,37.1954485,LAMOSTJ173006.50+371143.7,QRX ,20.39,20.74,jG ,-,-, 1.021,100,2SXPS J173006.5+371142,VL0J173006.51+371143.6,FIRST J173006.5+371143,NVSS J173005.9+371144
1294444,262.7653505,50.1264683,4C 50.43                 ,QRX ,17.10,17.52,pG ,-,-, 1.111,100,XMMSL J173103.7+500735,VL0J173103.71+500735.3,FIRST J173103.6+500735,2RXS J173103.2+500736
1294521,262.8057555,14.7155142,2MRS J17311341+1442561   ,QRX ,13.69,14.95,p+G,-,-, 0.082, 93,2SXPS J173113.4+144255,VL0J173113.37+144255.9,2RXS J173113.3+144249 ,
1294534,262.8105502,32.5468047,RXS J17312+3232          ,QRX ,16.93,17.68,pG ,-,-, 0.375, 98,2RXS J173114.4+323251 ,VL0J173114.53+323248.5,                      ,
1295725,263.3706826,45.3307297,BZB J1733+4519           ,QRX ,17.89,19.92,pG ,-,-, 0.317, 98,2RXS J173328.7+451944 ,VL0J173328.97+451950.5,FIRST J173328.9+451950,NVSS J173328.8+451951
1295816,263.4195877,-79.5988095,PKS 1725-795             ,QRX ,18.18,18.67,jG ,-,1, 0.876, 90,2SXPS J173341.2-793555,SUMSS J173340.9-793554,                      ,
1295910,263.4676314,54.0084759,SDSS J173352.23+540030.4 ,QRX ,17.11,17.65,gG ,1,-, 3.435,100,CXOG J173352.2+540030 ,VL0J173352.25+540030.4,FIRST J173352.2+540030,NVSS J173352.3+540034
1296160,263.5857445,38.9642857,S4 1732+389              ,QRX ,19.51,20.52,pG ,-,-, 0.976, 99,2RXP J173420.1+385750 ,VL0J173420.58+385751.1,NVSS J173420.6+385751 ,2SXPS J173420.4+385750
1296353,263.6775091,16.0089821,PKS 1732+16              ,QRX ,18.69,19.48,pG ,-,-, 1.296, 98,CXOG J173442.6+160032 ,NVSS J173442.5+160032 ,1RXH J173442.5+160033 ,
1298038,264.5160448,62.1818434,TEX 1737+622             ,QRX ,18.38,18.47,pG ,-,-, 1.440,100,2RXS J173802.8+621040 ,VL0J173803.81+621054.5,FIRST J173803.7+621054,NVSS J173803.7+621054
1298324,264.6687578,32.4025072,RGB J1738+324            ,QRX ,15.63,16.47,pG ,-,-, 0.126, 98,2SXPS J173840.4+322408,VL0J173840.50+322408.9,NVSS J173840.4+322409 ,XMMSL J173840.9+322406
1298712,264.8641239,49.9175998,OT 463                   ,QRX ,17.82,18.80,pG ,-,-, 1.545, 99,2SXPS J173927.2+495502,FIRST J173927.3+495503,VL0J173927.42+495503.6,2RXS J173926.4+495455
1299120,265.0843846,35.0132753,Q 1738+350               ,QRX ,19.57,20.88,jG ,-,-, 3.240, 97,2SXPS J174020.2+350047,VL0J174020.28+350048.2,NVSS J174020.2+350048 ,
1299264,265.154075,52.1953922,OT 566                   ,QRX ,18.19,18.61,pG ,-,-, 1.379,100,2SXPS J174037.0+521142,VL0J174036.99+521143.3,FIRST J174036.9+521143,XMMSL J174036.4+521142
1299978,265.5289493,18.4558383,PKS 1739+18C             ,QRX ,16.97,17.82,pG ,-,-, 0.186, 98,XMMSL J174206.8+182721,VL0J174206.94+182721.0,2SXPS J174206.8+182721,2RXS J174207.1+182721
1300028,265.5581061,66.6595733,RX J17422+6639           ,QRX ,15.95,16.97,pmG,-,-, 1.272, 96,2RXS J174211.9+663938 ,VL0J174213.99+663934.2,                      ,
1300743,265.9485374,37.7982836,B3 1742+378              ,QRX ,20.11,19.85,jG ,1,1, 1.958, 99,2SXPS J174347.4+374751,VL0J174347.66+374753.8,NVSS J174347.6+374753 ,
1300811,265.9851557,27.8806495,B2 1741+27               ,QRX ,16.66,17.57,pG ,-,-, 0.372, 98,CXOG J174356.4+275250 ,VL0J174356.46+275251.2,NVSS J174356.4+275251 ,XMMSL J174356.6+275252
1301865,266.5584894,62.4485403,4C 62.29                 ,QRX ,18.78,21.28,pmG,-,-, 3.889, 99,CXOG J174613.9+622654 ,VL0J174614.03+622654.5,NVSS J174614.0+622654 ,2RXP J174614.2+622655
1302261,266.7667851,26.0602895,LAMOSTJ174704.02+260337.0,QRX ,17.12,17.99,pG ,-,-, 0.340, 96,2RXS J174704.8+260338 ,VL0J174704.06+260337.1,NVSS J174704.0+260338 ,
1302400,266.8398819,67.0338616,RX J17473+6702           ,QRX ,18.45,18.83,pmG,-,-, 0.742, 97,2RXS J174722.6+670206 ,VL0J174721.66+670201.3,                      ,
1302510,266.8914149,59.0466566,87GB 17468+5903          ,QRX ,18.62,18.97,pmG,-,-, 0.981,100,2RXS J174735.3+590255 ,VL0J174733.97+590248.0,NVSS J174733.9+590246 ,
1304113,267.8192886,50.7607749,IRAS 17500+5046          ,QRX ,15.06,15.77,pmG,-,-, 0.300, 99,XMMSL J175117.2+504542,VL0J175116.66+504539.0,NVSS J175116.6+504536 ,2RXS J175116.3+504537
1304224,267.881803,47.222917,RXS J17515+4713          ,QRX ,16.62,17.40,pG ,1,-, 1.480, 99,2RXS J175131.2+471315 ,VL0J175131.63+471322.4,NVSS J175131.6+471322 ,
1304236,267.8867446,9.6502029,OT 081                   ,QRX ,17.51,18.74,pG ,-,-, 0.320, 95,2SXPS J175132.7+093900,VL0J175132.82+093900.7,                      ,
1304744,268.191679,17.5723213,TEX 1750+175             ,QRX ,16.62,17.09,pG ,-,-, 0.507, 99,2SXPS J175246.0+173420,VL0J175246.00+173420.5,XMMSL J175246.2+173423,
1304904,268.2771636,67.7820261,RX J17531+6746           ,QRX ,18.19,19.54,pG ,1,-, 1.130, 97,CXO J175306.5+674655  ,VL0J175306.54+674655.2,NVSS J175306.4+674654 ,
1305144,268.426972,28.8013705,B2 1751+28               ,QRX ,20.28,20.49,jG ,n,-, 1.118,100,2SXPS J175342.5+284804,VL0J175342.47+284805.0,NVSS J175342.4+284804 ,2RXS J175342.2+284807
1305198,268.4613705,35.4662292,B2 1752+35               ,QRX ,18.42,18.87,pG ,-,-, 0.550, 98,2RXS J175350.0+352757 ,VL0J175350.76+352758.8,NVSS J175350.6+352758 ,
1305305,268.5316244,64.8673991,CGRaBS J1754+6452        ,QRX ,18.24,19.74,pG ,1,-, 0.977, 99,2RXS J175406.5+645201 ,VL0J175407.63+645202.6,NVSS J175407.4+645202 ,
1305397,268.592248,67.6267083,PSS J1754+6737           ,QRX ,19.34,20.81,jG ,1,n, 3.670, 93,CXOG J175422.1+673736 ,VL0J175422.20+673736.0,NVSS J175422.2+673734 ,2RXP J175423.3+673738
1305741,268.7968514,33.8499448,RXS J17551+3351          ,QRX ,17.07,17.85,pG ,-,-, 0.242, 98,2SXPS J175511.4+335057,VL0J175511.25+335059.7,NVSS J175511.2+335058 ,2RXS J175511.2+335100
1306249,269.1060887,63.0138325,RX J17564+6300           ,QRX ,18.93,18.97,pmG,-,-, 1.111, 81,2RXS J175625.2+630041 ,VL0J175624.73+630041.8,                      ,
1306359,269.1681667,65.5294167,87GB 17565+6532          ,QRX ,20.25,20.82,j  ,1,-, 2.790, 96,2RXS J175642.7+653136 ,VL0J175640.39+653145.7,NVSS J175640.2+653145 ,
1307494,269.8565284,17.2537415,SNU J17594+1715          ,QRX ,16.78,17.21,pG ,-,-, 0.145, 96,2RXS J175925.6+171506 ,VL0J175925.57+171513.7,                      ,
1307917,270.1200717,67.0973987,RX J18004+6705           ,QRX ,19.36,19.72,pG ,-,1, 1.333, 94,2RXS J180028.9+670548 ,VL0J180028.87+670550.5,2RXP J180029.0+670545 ,
1308810,270.6778319,-39.6688643,BZU J1802-3940           ,QRX ,19.65,17.73,jG ,-,-, 0.296, 91,2SXPS J180243.0-394010,MGPS J180242-394008   ,                      ,
1309081,270.8479,-65.1268781,PKS 1758-651             ,QRX ,21.00,21.00,j  ,n,n, 1.199, 88,2SXPS J180323.3-650735,SUMSS J180322.7-650733,                      ,
1309299,270.9845113,3.6854456,BZQJ1803+0341            ,QRX ,21.00,22.00,G  ,n,n, 1.420, 83,2SXPS J180356.2+034108,VL0J180356.28+034107.5,                      ,
1310746,271.9993606,43.843573,RGB J1807+438A           ,QRX ,17.23,17.79,pG ,1,1, 0.815, 93,2RXS J180800.7+435045 ,VL0J180759.91+435037.4,NVSS J180800.1+435039 ,
1310891,272.0911816,45.7058013,S4 1806+45               ,QRX ,18.96,19.32,pG ,1,-, 0.830,100,4XMM J180821.9+454221 ,VL0J180821.88+454220.8,NVSS J180821.8+454220 ,2SXPS J180821.6+454220
1311063,272.2065357,66.5749311,RGB J1808+665            ,QRX ,16.99,17.43,pG ,-,-, 0.697, 99,2RXP J180849.4+663430 ,NVSS J180849.6+663429 ,VL0J180849.59+663429.9,2RXS J180850.0+663431
1311130,272.2534192,67.0736433,RX J18090+6704           ,QRX ,19.50,20.52,pG ,-,-, 0.695, 98,2RXS J180901.0+670424 ,VL0J180900.88+670424.9,NVSS J180900.5+670426 ,
1311414,272.4388612,18.8176389,87GB 18075+1848          ,QRX ,18.83,20.16,j  ,n,n, 0.928, 90,2SXPS J180945.3+184903,VL0J180945.35+184903.1,                      ,
1312041,272.9007119,65.1166142,RX J18116+6507           ,QRX ,17.69,18.73,pG ,-,-, 0.847, 94,2RXS J181137.0+650703 ,VL0J181136.21+650659.4,                      ,
1313429,273.8334024,65.1207021,RX J18153+6507           ,QRX ,18.57,18.97,pG ,-,-, 1.723, 98,2RXS J181518.2+650723 ,VL0J181520.02+650714.2,NVSS J181519.5+650711 ,
1313534,273.9032924,61.4532296,TEX 1815+614             ,QRX ,19.32,20.73,jG ,1,1, 0.601, 99,CXOG J181536.7+612711 ,VL0J181536.82+612711.4,NVSS J181536.8+612711 ,1RXS J181535.5+612715
1314527,274.5433066,53.7294393,HS 1817+5342             ,QRX ,14.44,14.92,p+G,-,-, 0.080, 99,XMMSL J181810.8+534350,VL0J181810.38+534345.5,2RXS J181809.9+534343 ,
1314885,274.7920212,55.1857089,GB6 J18191+5511          ,QRX ,17.08,17.92,pG ,-,-, 1.670, 99,2RXS J181909.8+551107 ,VL0J181910.08+551108.3,NVSS J181910.1+551108 ,
1314976,274.8606135,38.7504979,Q J1819+3845             ,QRX ,21.03,21.53,pG ,-,n, 0.540, 97,2SXPS J181926.5+384502,VL0J181926.56+384501.7,NVSS J181926.5+384501 ,
1315092,274.9391625,-55.3557625,PKS 1815-553             ,QRX ,21.00,21.00,j  ,n,n, 1.629, 94,2SXPS J181945.1-552123,SUMSS J181945.3-552121,                      ,
1315879,275.4883869,64.3433956,KUV 18217+6419           ,QRX ,13.99,14.59,pG ,-,-, 0.297,100,CXOG J182157.2+642036 ,VL0J182157.29+642035.7,2SXPS J182157.0+642034,4XMM J182157.2+642036
1315894,275.4978874,68.3119455,RX J18219+6818           ,QRX ,19.43,20.55,jmG,-,-, 1.692, 92,XMMX J182158.5+681841 ,VL0J182159.54+681842.9,NVSS J182159.5+681842 ,2RXS J182159.3+681844
1318598,277.3824221,48.7461553,3C 380.0                 ,QRX ,16.65,17.11,pmG,-,-, 0.692,100,CXOG J182931.7+484446 ,NVSS J182931.8+484446 ,2SXPS J182931.6+484446,XMMSL J182931.9+484441
1318815,277.5247499,6.3210966,B1827+0617               ,QRX ,18.64,19.86,G  ,n,n, 0.750, 77,2SXPS J183005.9+061915,NVSS J183005.9+061916 ,VL0J183005.91+061916.3,
1320612,278.7879032,67.5659422,RX J18351+6733           ,QRX ,19.63,21.05,pG ,1,-, 0.746, 97,2RXS J183510.3+673355 ,VL0J183509.35+673358.0,NVSS J183508.9+673357 ,
1321626,279.547795,65.9172163,HS 1838+6552             ,QRX ,16.29,16.89,pG ,-,-, 0.230, 98,2RXS J183811.5+655501 ,NVSS J183811.5+655502 ,VL0J183811.49+655501.6,
